0, 32767;
1, 2;
2, 7;
3, 5;
4, 6;
5, 6;
6, 1;
7, 3;
8, 2;
9, 1;
10, 5;
11, 2;
12, 2;
13, 5;
14, 7;
15, 2;
16, 6;
17, 3;
18, 8;
19, 6;
20, 2;
21, 0;
22, 7;
23, 2;
24, 6;
25, 8;
26, 6;
27, 4;
28, 2;
29, 3;
30, 5;
31, 0;
32, 5;
33, 0;
34, 5;
35, 3;
36, 3;
37, 0;
38, 8;
39, 2;
40, 3;
41, 5;
42, 4;
43, 4;
44, 7;
45, 3;
46, 6;
47, 7;
48, 1;
49, 0;
50, 3;
51, 9;
52, 6;
53, 5;
54, 1;
55, 9;
56, 4;
57, 0;
58, 5;
59, 4;
60, 8;
61, 7;
62, 7;
63, 1;
64, 0;
65, 0;
66, 8;
67, 2;
68, 0;
69, 7;
70, 9;
71, 5;
72, 7;
73, 0;
74, 6;
75, 1;
76, 6;
77, 8;
78, 6;
79, 0;
80, 2;
81, 4;
82, 8;
83, 2;
84, 19;
85, 8;
86, 6;
87, 5;
88, 4;
89, 0;
90, 5;
91, 5;
92, 5;
93, 7;
94, 2;
95, 9;
96, 9;
97, 3;
98, 2;
99, 2;
100, 4;
101, 7;
102, 8;
103, 5;
104, 7;
105, 3;
106, 6;
107, 4;
108, 0;
109, 5;
110, 3;
111, 4;
112, 4;
113, 4;
114, 0;
115, 9;
116, 3;
117, 6;
118, 1;
119, 1;
120, 4;
121, 7;
122, 5;
123, 0;
124, 0;
125, 0;
126, 4;
127, 3;
128, 6;
129, 5;
130, 6;
131, 4;
132, 8;
133, 4;
134, 5;
135, 1;
136, 6;
137, 8;
138, 7;
139, 8;
140, 5;
141, 6;
142, 3;
143, 7;
144, 5;
145, 9;
146, 3;
147, 0;
148, 4;
149, 7;
150, 2;
151, 0;
152, 3;
153, 7;
154, 1;
155, 5;
156, 7;
157, 4;
158, 9;
159, 1;
160, 5;
161, 9;
162, 170;
163, 1;
164, 6;
165, 3;
166, 6;
167, 4;
168, 6;
169, 8;
170, 3;
171, 5;
172, 3;
173, 4;
174, 3;
175, 6;
176, 7;
177, 6;
178, 5;
179, 8;
180, 5;
181, 7;
182, 5;
183, 0;
184, 0;
185, 2;
186, 5;
187, 8;
188, 6;
189, 3;
190, 9;
191, 5;
192, 7;
193, 5;
194, 4;
195, 1;
196, 3;
197, 0;
198, 5;
199, 3;
200, 1;
201, 9;
202, 5;
203, 7;
204, 6;
205, 9;
206, 4;
207, 2;
208, 3;
209, 8;
210, 2;
211, 1;
212, 5;
213, 7;
214, 2;
215, 6;
216, 9;
217, 5;
218, 5;
219, 3;
220, 5;
221, 6;
222, 1;
223, 4;
224, 7;
225, 2;
226, 7;
227, 9;
228, 1;
229, 125;
230, 6;
231, 5;
232, 5;
233, 6;
234, 2;
235, 9;
236, 3;
237, 6;
238, 8;
239, 4;
240, 0;
241, 8;
242, 6;
243, 1;
244, 3;
245, 6;
246, 1;
247, 2;
248, 6;
249, 1;
250, 0;
251, 0;
252, 1;
253, 1;
254, 2;
255, 1;
256, 6;
257, 0;
258, 3;
259, 7;
260, 4;
261, 5;
262, 2;
263, 4;
264, 7;
265, 9;
266, 4;
267, 9;
268, 0;
269, 7;
270, 5;
271, 1;
272, 5;
273, 7;
274, 0;
275, 7;
276, 0;
277, 7;
278, 8;
279, 2;
280, 2;
281, 8;
282, 5;
283, 6;
284, 7;
285, 5;
286, 7;
287, 0;
288, 4;
289, 0;
290, 2;
291, 5;
292, 8;
293, 6;
294, 2;
295, 0;
296, 3;
297, 6;
298, 2;
299, 7;
300, 0;
301, 2;
302, 5;
303, 1;
304, 9;
305, 5;
306, 8;
307, 3;
308, 3;
309, 0;
310, 9;
311, 1;
312, 7;
313, 5;
314, 7;
315, 4;
316, 7;
317, 9;
318, 3;
319, 0;
320, 2;
321, 5;
322, 4;
323, 7;
324, 1;
325, 0;
326, 0;
327, 5;
328, 8;
329, 8;
330, 1;
331, 8;
332, 5;
333, 7;
334, 4;
335, 6;
336, 8;
337, 1;
338, 4;
339, 2;
340, 8;
341, 3;
342, 8;
343, 4;
344, 7;
345, 2;
346, 2;
347, 0;
348, 0;
349, 6;
350, 2;
351, 5;
352, 0;
353, 7;
354, 2;
355, 3;
356, 2;
357, 4;
358, 6;
359, 1;
360, 8;
361, 3;
362, 5;
363, 1;
364, 1;
365, 8;
366, 8;
367, 3;
368, 6;
369, 0;
370, 8;
371, 7;
372, 7;
373, 4;
374, 1;
375, 1;
376, 15;
377, 2;
378, 2;
379, 2;
380, 0;
381, 5;
382, 1;
383, 2;
384, 2;
385, 9;
386, 8;
387, 4;
388, 3;
389, 1;
390, 8;
391, 8;
392, 8;
393, 8;
394, 2;
395, 6;
396, 8;
397, 6;
398, 6;
399, 2;
400, 5;
401, 4;
402, 6;
403, 5;
404, 7;
405, 1;
406, 0;
407, 3;
408, 6;
409, 1;
410, 2;
411, 5;
412, 2;
413, 3;
414, 5;
415, 9;
416, 3;
417, 6;
418, 2;
419, 1;
420, 6;
421, 1;
422, 5;
423, 8;
424, 0;
425, 8;
426, 8;
427, 3;
428, 6;
429, 5;
430, 2;
431, 8;
432, 5;
433, 5;
434, 9;
435, 0;
436, 3;
437, 3;
438, 3;
439, 2;
440, 4;
441, 5;
442, 2;
443, 4;
444, 1;
445, 0;
446, 4;
447, 5;
448, 3;
449, 7;
450, 4;
451, 2;
452, 5;
453, 6;
454, 6;
455, 6;
456, 0;
457, 1;
458, 5;
459, 1;
460, 8;
461, 5;
462, 6;
463, 5;
464, 4;
465, 7;
466, 1;
467, 4;
468, 5;
469, 1;
470, 2;
471, 4;
472, 3;
473, 5;
474, 2;
475, 7;
476, 3;
477, 0;
478, 2;
479, 5;
480, 9;
481, 6;
482, 5;
483, 7;
484, 0;
485, 6;
486, 869;
487, 1;
488, 1;
489, 6;
490, 7;
491, 6;
492, 1;
493, 5;
494, 0;
495, 4;
496, 3;
497, 9;
498, 4;
499, 3;
500, 0;
501, 5;
502, 4;
503, 7;
504, 1;
505, 0;
506, 5;
507, 5;
508, 7;
509, 7;
510, 4;
511, 2;
512, 5;
513, 7;
514, 5;
515, 6;
516, 9;
517, 6;
518, 4;
519, 2;
520, 5;
521, 4;
522, 6;
523, 5;
524, 7;
525, 1;
526, 5;
527, 3;
528, 9;
529, 0;
530, 2;
531, 2;
532, 8;
533, 3;
534, 8;
535, 0;
536, 2;
537, 7;
538, 7;
539, 1;
540, 0;
541, 3;
542, 6;
543, 5;
544, 3;
545, 7;
546, 0;
547, 3;
548, 6;
549, 8;
550, 5;
551, 6;
552, 7;
553, 8;
554, 0;
555, 0;
556, 6;
557, 0;
558, 3;
559, 1;
560, 0;
561, 5;
562, 7;
563, 7;
564, 1;
565, 9;
566, 1;
567, 9;
568, 2;
569, 8;
570, 4;
571, 2;
572, 4;
573, 8;
574, 3;
575, 6;
576, 2;
577, 1;
578, 0;
579, 2;
580, 8;
581, 6;
582, 4;
583, 5;
584, 7;
585, 2;
586, 13;
587, 6;
588, 6;
589, 7;
590, 2;
591, 5;
592, 1;
593, 5;
594, 2;
595, 9;
596, 3;
597, 6;
598, 1;
599, 6;
600, 5;
601, 3;
602, 4;
603, 4;
604, 6;
605, 0;
606, 8;
607, 3;
608, 6;
609, 7;
610, 2;
611, 5;
612, 7;
613, 5;
614, 4;
615, 9;
616, 9;
617, 7;
618, 3;
619, 7;
620, 0;
621, 6;
622, 5;
623, 3;
624, 2;
625, 0;
626, 4;
627, 8;
628, 8;
629, 7;
630, 5;
631, 6;
632, 4;
633, 5;
634, 2;
635, 0;
636, 9;
637, 3;
638, 8;
639, 2;
640, 8;
641, 5;
642, 3;
643, 1;
644, 0;
645, 1;
646, 2;
647, 3;
648, 4;
649, 8;
650, 2;
651, 5;
652, 9;
653, 5;
654, 2;
655, 1;
656, 7;
657, 6;
658, 1;
659, 2;
660, 9;
661, 3;
662, 4;
663, 1;
664, 4;
665, 0;
666, 5;
667, 8;
668, 6;
669, 3;
670, 5;
671, 1;
672, 7;
673, 5;
674, 0;
675, 0;
676, 0;
677, 5;
678, 7;
679, 2;
680, 0;
681, 5;
682, 9;
683, 7;
684, 2;
685, 8;
686, 0;
687, 8;
688, 3;
689, 7;
690, 2;
691, 1;
692, 5;
693, 4;
694, 0;
695, 6;
696, 9;
697, 6;
698, 7;
699, 6;
700, 6;
701, 2;
702, 5;
703, 5;
704, 7;
705, 2;
706, 9;
707, 3;
708, 6;
709, 4;
710, 6;
711, 7;
712, 2;
713, 1;
714, 1;
715, 0;
716, 3;
717, 6;
718, 2;
719, 6;
720, 1;
721, 6;
722, 2;
723, 8;
724, 4;
725, 6;
726, 8;
727, 3;
728, 6;
729, 5;
730, 1;
731, 7;
732, 1;
733, 6;
734, 6;
735, 1;
736, 7;
737, 0;
738, 7;
739, 6;
740, 1;
741, 3;
742, 9;
743, 93;
744, 8;
745, 7;
746, 5;
747, 0;
748, 5;
749, 2;
750, 9;
751, 3;
752, 3;
753, 8;
754, 6;
755, 6;
756, 6;
757, 7;
758, 9;
759, 2;
760, 6;
761, 5;
762, 5;
763, 5;
764, 8;
765, 2;
766, 7;
767, 6;
768, 2;
769, 8;
770, 2;
771, 5;
772, 2;
773, 0;
774, 2;
775, 9;
776, 3;
777, 0;
778, 3;
779, 3;
780, 4;
781, 3;
782, 5;
783, 0;
784, 1;
785, 6;
786, 9;
787, 3;
788, 1;
789, 8;
790, 8;
791, 6;
792, 6;
793, 6;
794, 0;
795, 5;
796, 3;
797, 3;
798, 3;
799, 4;
800, 8;
801, 8;
802, 3;
803, 8;
804, 2;
805, 0;
806, 4;
807, 0;
808, 7;
809, 7;
810, 6;
811, 8;
812, 4;
813, 8;
814, 0;
815, 6;
816, 9;
817, 4;
818, 9;
819, 1;
820, 8;
821, 8;
822, 1;
823, 0;
824, 5;
825, 2;
826, 0;
827, 6;
828, 7;
829, 9;
830, 2;
831, 5;
832, 9;
833, 4;
834, 4;
835, 9;
836, 3;
837, 7;
838, 6;
839, 8;
840, 5;
841, 3;
842, 4;
843, 1;
844, 5;
845, 2;
846, 3;
847, 0;
848, 7;
849, 7;
850, 8;
851, 0;
852, 7;
853, 5;
854, 1;
855, 2;
856, 4;
857, 4;
858, 3;
859, 6;
860, 1;
861, 6;
862, 0;
863, 7;
864, 2;
865, 8;
866, 8;
867, 2;
868, 5;
869, 8;
870, 7;
871, 1;
872, 5;
873, 7;
874, 2;
875, 6;
876, 0;
877, 224;
878, 4;
879, 2;
880, 0;
881, 7;
882, 5;
883, 5;
884, 7;
885, 2;
886, 0;
887, 3;
888, 6;
889, 4;
890, 5;
891, 4;
892, 5;
893, 6;
894, 8;
895, 9;
896, 3;
897, 6;
898, 7;
899, 1;
900, 5;
901, 9;
902, 4;
903, 1;
904, 6;
905, 5;
906, 3;
907, 3;
908, 6;
909, 8;
910, 2;
911, 8;
912, 0;
913, 4;
914, 6;
915, 4;
916, 2;
917, 3;
918, 3;
919, 6;
920, 4;
921, 9;
922, 6;
923, 0;
924, 2;
925, 0;
926, 4;
927, 5;
928, 3;
929, 7;
930, 8;
931, 1;
932, 5;
933, 7;
934, 0;
935, 5;
936, 4;
937, 4;
938, 4;
939, 2;
940, 8;
941, 4;
942, 6;
943, 4;
944, 7;
945, 7;
946, 3;
947, 8;
948, 4;
949, 5;
950, 2;
951, 5;
952, 9;
953, 5;
954, 2;
955, 8;
956, 2;
957, 6;
958, 8;
959, 6;
960, 5;
961, 8;
962, 9;
963, 8;
964, 4;
965, 6;
966, 0;
967, 0;
968, 3;
969, 128;
970, 0;
971, 1;
972, 7;
973, 5;
974, 0;
975, 0;
976, 0;
977, 3;
978, 0;
979, 2;
980, 3;
981, 6;
982, 9;
983, 7;
984, 2;
985, 8;
986, 9;
987, 9;
988, 2;
989, 6;
990, 3;
991, 1;
992, 5;
993, 7;
994, 5;
995, 6;
996, 9;
997, 5;
998, 4;
999, 2;
1000, 3;
1001, 9;
1002, 5;
1003, 5;
1004, 7;
1005, 2;
1006, 2;
1007, 4;
1008, 5;
1009, 5;
1010, 1;
1011, 5;
1012, 3;
1013, 3;
1014, 1;
1015, 0;
1016, 1;
1017, 2;
1018, 2;
1019, 0;
1020, 5;
1021, 3;
1022, 4;
1023, 0;
1024, 7;
1025, 0;
1026, 0;
1027, 1;
1028, 3;
1029, 3;
1030, 4;
1031, 4;
1032, 3;
1033, 5;
1034, 4;
1035, 5;
1036, 0;
1037, 0;
1038, 1;
1039, 8;
1040, 3;
1041, 7;
1042, 7;
1043, 3;
1044, 4;
1045, 8;
1046, 0;
1047, 0;
1048, 4;
1049, 3;
1050, 2;
1051, 1;
1052, 8;
1053, 2;
1054, 7;
1055, 2;
1056, 3;
1057, 5;
1058, 1;
1059, 3;
1060, 2;
1061, 1;
1062, 5;
1063, 5;
1064, 2;
1065, 7;
1066, 6;
1067, 34;
1068, 1;
1069, 8;
1070, 0;
1071, 8;
1072, 5;
1073, 6;
1074, 0;
1075, 1;
1076, 3;
1077, 0;
1078, 5;
1079, 2;
1080, 0;
1081, 1;
1082, 1;
1083, 4;
1084, 6;
1085, 1;
1086, 0;
1087, 1;
1088, 0;
1089, 0;
1090, 1;
1091, 7;
1092, 3;
1093, 5;
1094, 0;
1095, 0;
1096, 6;
1097, 9;
1098, 3;
1099, 7;
1100, 3;
1101, 9;
1102, 3;
1103, 3;
1104, 4;
1105, 4;
1106, 7;
1107, 0;
1108, 5;
1109, 3;
1110, 9;
1111, 0;
1112, 2;
1113, 0;
1114, 7;
1115, 2;
1116, 0;
1117, 7;
1118, 9;
1119, 9;
1120, 3;
1121, 2;
1122, 1;
1123, 8;
1124, 2;
1125, 7;
1126, 6;
1127, 0;
1128, 4;
1129, 3;
1130, 1;
1131, 9;
1132, 6;
1133, 5;
1134, 24;
1135, 8;
1136, 4;
1137, 6;
1138, 9;
1139, 3;
1140, 4;
1141, 1;
1142, 3;
1143, 5;
1144, 5;
1145, 2;
1146, 7;
1147, 5;
1148, 6;
1149, 4;
1150, 5;
1151, 5;
1152, 2;
1153, 5;
1154, 6;
1155, 5;
1156, 2;
1157, 5;
1158, 3;
1159, 6;
1160, 4;
1161, 3;
1162, 8;
1163, 2;
1164, 5;
1165, 3;
1166, 1;
1167, 6;
1168, 0;
1169, 6;
1170, 1;
1171, 5;
1172, 8;
1173, 2;
1174, 6;
1175, 2;
1176, 9;
1177, 1;
1178, 7;
1179, 9;
1180, 6;
1181, 5;
1182, 6;
1183, 5;
1184, 7;
1185, 6;
1186, 5;
1187, 9;
1188, 5;
1189, 7;
1190, 0;
1191, 0;
1192, 1;
1193, 6;
1194, 4;
1195, 7;
1196, 6;
1197, 6;
1198, 0;
1199, 0;
1200, 8;
1201, 2;
1202, 1;
1203, 5;
1204, 1;
1205, 2;
1206, 9;
1207, 7;
1208, 6;
1209, 3;
1210, 9;
1211, 1;
1212, 3;
1213, 2;
1214, 6;
1215, 0;
1216, 6;
1217, 9;
1218, 3;
1219, 6;
1220, 3;
1221, 3;
1222, 2;
1223, 3;
1224, 5;
1225, 8;
1226, 7;
1227, 6;
1228, 0;
1229, 0;
1230, 4;
1231, 4;
1232, 2;
1233, 1;
1234, 7;
1235, 8;
1236, 3;
1237, 2;
1238, 4;
1239, 3;
1240, 7;
1241, 8;
1242, 5;
1243, 2;
1244, 6;
1245, 7;
1246, 1;
1247, 6;
1248, 7;
1249, 4;
1250, 3;
1251, 0;
1252, 0;
1253, 1;
1254, 5;
1255, 7;
1256, 2;
1257, 7;
1258, 0;
1259, 2;
1260, 4;
1261, 2;
1262, 1;
1263, 9;
1264, 5;
1265, 2;
1266, 9;
1267, 1;
1268, 5;
1269, 0;
1270, 4;
1271, 5;
1272, 3;
1273, 5;
1274, 8;
1275, 6;
1276, 6;
1277, 9;
1278, 3;
1279, 6;
1280, 1;
1281, 1;
1282, 1;
1283, 3;
1284, 5;
1285, 2;
1286, 7;
1287, 0;
1288, 9;
1289, 3;
1290, 6;
1291, 2;
1292, 8;
1293, 5;
1294, 7;
1295, 2;
1296, 2;
1297, 3;
1298, 1;
1299, 0;
1300, 3;
1301, 1;
1302, 0;
1303, 8;
1304, 6;
1305, 7;
1306, 2;
1307, 9;
1308, 2;
1309, 8;
1310, 7;
1311, 5;
1312, 4;
1313, 2;
1314, 6;
1315, 3;
1316, 6;
1317, 6;
1318, 9;
1319, 2;
1320, 3;
1321, 1;
1322, 9;
1323, 1;
1324, 2;
1325, 3;
1326, 4;
1327, 6;
1328, 1;
1329, 5;
1330, 5;
1331, 1;
1332, 1;
1333, 8;
1334, 5;
1335, 6;
1336, 0;
1337, 1;
1338, 6;
1339, 2;
1340, 0;
1341, 3;
1342, 5;
1343, 3;
1344, 5;
1345, 3;
1346, 5;
1347, 3;
1348, 5;
1349, 7;
1350, 3;
1351, 6;
1352, 7;
1353, 2;
1354, 3;
1355, 2;
1356, 8;
1357, 6;
1358, 8;
1359, 6;
1360, 8;
1361, 7;
1362, 5;
1363, 6;
1364, 0;
1365, 7;
1366, 2;
1367, 9;
1368, 2;
1369, 5;
1370, 8;
1371, 5;
1372, 3;
1373, 4;
1374, 4;
1375, 0;
1376, 7;
1377, 6;
1378, 8;
1379, 0;
1380, 6;
1381, 6;
1382, 3;
1383, 3;
1384, 6;
1385, 2;
1386, 5;
1387, 2;
1388, 0;
1389, 5;
1390, 0;
1391, 157;
1392, 6;
1393, 0;
1394, 1;
1395, 5;
1396, 2;
1397, 0;
1398, 0;
1399, 4;
1400, 4;
1401, 3;
1402, 6;
1403, 0;
1404, 7;
1405, 8;
1406, 7;
1407, 4;
1408, 8;
1409, 3;
1410, 6;
1411, 9;
1412, 3;
1413, 2;
1414, 8;
1415, 2;
1416, 4;
1417, 0;
1418, 1;
1419, 0;
1420, 6;
1421, 7;
1422, 5;
1423, 2;
1424, 2;
1425, 4;
1426, 3;
1427, 0;
1428, 2;
1429, 6;
1430, 7;
1431, 5;
1432, 0;
1433, 2;
1434, 4;
1435, 2;
1436, 1;
1437, 4;
1438, 8;
1439, 2;
1440, 3;
1441, 1;
1442, 4;
1443, 8;
1444, 1;
1445, 2;
1446, 9;
1447, 6;
1448, 1;
1449, 5;
1450, 2;
1451, 1;
1452, 0;
1453, 4;
1454, 7;
1455, 6;
1456, 2;
1457, 9;
1458, 461;
1459, 7;
1460, 1;
1461, 3;
1462, 2;
1463, 3;
1464, 4;
1465, 5;
1466, 6;
1467, 6;
1468, 0;
1469, 2;
1470, 3;
1471, 1;
1472, 8;
1473, 7;
1474, 2;
1475, 5;
1476, 0;
1477, 2;
1478, 2;
1479, 5;
1480, 3;
1481, 3;
1482, 2;
1483, 0;
1484, 2;
1485, 8;
1486, 1;
1487, 0;
1488, 5;
1489, 3;
1490, 7;
1491, 5;
1492, 3;
1493, 8;
1494, 4;
1495, 3;
1496, 6;
1497, 2;
1498, 0;
1499, 9;
1500, 1;
1501, 0;
1502, 1;
1503, 2;
1504, 7;
1505, 8;
1506, 0;
1507, 2;
1508, 1;
1509, 5;
1510, 0;
1511, 0;
1512, 6;
1513, 7;
1514, 3;
1515, 0;
1516, 9;
1517, 9;
1518, 2;
1519, 7;
1520, 4;
1521, 8;
1522, 6;
1523, 3;
1524, 5;
1525, 5;
1526, 1;
1527, 3;
1528, 1;
1529, 3;
1530, 6;
1531, 9;
1532, 2;
1533, 6;
1534, 3;
1535, 2;
1536, 9;
1537, 6;
1538, 0;
1539, 4;
1540, 3;
1541, 1;
1542, 0;
1543, 3;
1544, 2;
1545, 8;
1546, 1;
1547, 0;
1548, 9;
1549, 2;
1550, 2;
1551, 5;
1552, 2;
1553, 1;
1554, 7;
1555, 2;
1556, 7;
1557, 2;
1558, 8;
1559, 6;
1560, 6;
1561, 1;
1562, 5;
1563, 1;
1564, 4;
1565, 3;
1566, 8;
1567, 3;
1568, 6;
1569, 5;
1570, 6;
1571, 3;
1572, 8;
1573, 4;
1574, 0;
1575, 2;
1576, 2;
1577, 4;
1578, 7;
1579, 1;
1580, 6;
1581, 1;
1582, 0;
1583, 4;
1584, 0;
1585, 2;
1586, 2;
1587, 5;
1588, 9;
1589, 0;
1590, 2;
1591, 1;
1592, 4;
1593, 9;
1594, 8;
1595, 7;
1596, 5;
1597, 8;
1598, 1;
1599, 5;
1600, 2;
1601, 2;
1602, 6;
1603, 4;
1604, 0;
1605, 0;
1606, 2;
1607, 1;
1608, 9;
1609, 8;
1610, 3;
1611, 5;
1612, 4;
1613, 0;
1614, 8;
1615, 9;
1616, 2;
1617, 2;
1618, 0;
1619, 8;
1620, 0;
1621, 8;
1622, 4;
1623, 0;
1624, 4;
1625, 7;
1626, 6;
1627, 4;
1628, 6;
1629, 5;
1630, 3;
1631, 6;
1632, 7;
1633, 5;
1634, 0;
1635, 2;
1636, 2;
1637, 8;
1638, 9;
1639, 0;
1640, 7;
1641, 8;
1642, 7;
1643, 4;
1644, 3;
1645, 0;
1646, 2;
1647, 2;
1648, 9;
1649, 5;
1650, 1;
1651, 8;
1652, 8;
1653, 7;
1654, 1;
1655, 0;
1656, 3;
1657, 6;
1658, 0;
1659, 9;
1660, 9;
1661, 9;
1662, 5;
1663, 5;
1664, 7;
1665, 6;
1666, 1;
1667, 4;
1668, 6;
1669, 8;
1670, 3;
1671, 1;
1672, 0;
1673, 7;
1674, 8;
1675, 7;
1676, 3;
1677, 2;
1678, 9;
1679, 17;
1680, 6;
1681, 7;
1682, 6;
1683, 0;
1684, 0;
1685, 6;
1686, 3;
1687, 3;
1688, 2;
1689, 9;
1690, 4;
1691, 4;
1692, 7;
1693, 1;
1694, 8;
1695, 2;
1696, 2;
1697, 4;
1698, 3;
1699, 4;
1700, 8;
1701, 8;
1702, 7;
1703, 2;
1704, 3;
1705, 6;
1706, 2;
1707, 2;
1708, 9;
1709, 1;
1710, 4;
1711, 2;
1712, 9;
1713, 6;
1714, 2;
1715, 626;
1716, 3;
1717, 6;
1718, 0;
1719, 4;
1720, 2;
1721, 3;
1722, 9;
1723, 4;
1724, 7;
1725, 3;
1726, 2;
1727, 9;
1728, 5;
1729, 3;
1730, 2;
1731, 4;
1732, 5;
1733, 4;
1734, 6;
1735, 2;
1736, 3;
1737, 2;
1738, 8;
1739, 5;
1740, 4;
1741, 8;
1742, 4;
1743, 1;
1744, 0;
1745, 0;
1746, 3;
1747, 3;
1748, 6;
1749, 0;
1750, 7;
1751, 1;
1752, 2;
1753, 5;
1754, 0;
1755, 2;
1756, 1;
1757, 4;
1758, 7;
1759, 1;
1760, 9;
1761, 0;
1762, 7;
1763, 5;
1764, 9;
1765, 4;
1766, 1;
1767, 8;
1768, 0;
1769, 6;
1770, 0;
1771, 1;
1772, 5;
1773, 7;
1774, 2;
1775, 2;
1776, 6;
1777, 6;
1778, 8;
1779, 5;
1780, 1;
1781, 4;
1782, 42;
1783, 0;
1784, 2;
1785, 3;
1786, 2;
1787, 1;
1788, 6;
1789, 7;
1790, 3;
1791, 4;
1792, 1;
1793, 5;
1794, 5;
1795, 5;
1796, 3;
1797, 2;
1798, 9;
1799, 2;
1800, 3;
1801, 7;
1802, 4;
1803, 1;
1804, 5;
1805, 8;
1806, 0;
1807, 7;
1808, 2;
1809, 9;
1810, 3;
1811, 3;
1812, 7;
1813, 5;
1814, 0;
1815, 2;
1816, 0;
1817, 5;
1818, 3;
1819, 1;
1820, 7;
1821, 1;
1822, 6;
1823, 6;
1824, 0;
1825, 8;
1826, 1;
1827, 8;
1828, 5;
1829, 2;
1830, 1;
1831, 5;
1832, 8;
1833, 6;
1834, 2;
1835, 3;
1836, 3;
1837, 9;
1838, 0;
1839, 4;
1840, 6;
1841, 5;
1842, 4;
1843, 2;
1844, 7;
1845, 3;
1846, 2;
1847, 8;
1848, 3;
1849, 4;
1850, 2;
1851, 6;
1852, 7;
1853, 8;
1854, 1;
1855, 7;
1856, 3;
1857, 2;
1858, 0;
1859, 6;
1860, 3;
1861, 6;
1862, 2;
1863, 8;
1864, 0;
1865, 2;
1866, 4;
1867, 3;
1868, 2;
1869, 0;
1870, 5;
1871, 4;
1872, 7;
1873, 7;
1874, 8;
1875, 1;
1876, 2;
1877, 6;
1878, 7;
1879, 1;
1880, 6;
1881, 8;
1882, 3;
1883, 1;
1884, 1;
1885, 5;
1886, 2;
1887, 2;
1888, 6;
1889, 8;
1890, 4;
1891, 4;
1892, 8;
1893, 7;
1894, 4;
1895, 3;
1896, 3;
1897, 3;
1898, 8;
1899, 4;
1900, 2;
1901, 3;
1902, 5;
1903, 5;
1904, 7;
1905, 5;
1906, 2;
1907, 6;
1908, 0;
1909, 3;
1910, 4;
1911, 5;
1912, 4;
1913, 9;
1914, 8;
1915, 7;
1916, 3;
1917, 0;
1918, 6;
1919, 5;
1920, 4;
1921, 7;
1922, 5;
1923, 1;
1924, 1;
1925, 0;
1926, 4;
1927, 3;
1928, 7;
1929, 6;
1930, 7;
1931, 2;
1932, 7;
1933, 4;
1934, 2;
1935, 2;
1936, 2;
1937, 3;
1938, 2;
1939, 2;
1940, 65;
1941, 5;
1942, 3;
1943, 7;
1944, 8;
1945, 8;
1946, 1;
1947, 2;
1948, 9;
1949, 6;
1950, 8;
1951, 7;
1952, 6;
1953, 2;
1954, 2;
1955, 1;
1956, 4;
1957, 6;
1958, 0;
1959, 9;
1960, 1;
1961, 7;
1962, 5;
1963, 8;
1964, 6;
1965, 3;
1966, 2;
1967, 6;
1968, 4;
1969, 3;
1970, 3;
1971, 5;
1972, 6;
1973, 0;
1974, 8;
1975, 7;
1976, 3;
1977, 2;
1978, 9;
1979, 7;
1980, 4;
1981, 7;
1982, 4;
1983, 1;
1984, 1;
1985, 9;
1986, 3;
1987, 3;
1988, 2;
1989, 9;
1990, 3;
1991, 8;
1992, 7;
1993, 5;
1994, 4;
1995, 6;
1996, 1;
1997, 0;
1998, 6;
1999, 1;
2000, 9;
2001, 8;
2002, 0;
2003, 1;
2004, 0;
2005, 9;
2006, 7;
2007, 3;
2008, 0;
2009, 4;
2010, 0;
2011, 5;
2012, 2;
2013, 8;
2014, 4;
2015, 7;
2016, 0;
2017, 7;
2018, 4;
2019, 0;
2020, 2;
2021, 7;
2022, 3;
2023, 3;
2024, 6;
2025, 3;
2026, 2;
2027, 2;
2028, 0;
2029, 9;
2030, 4;
2031, 3;
2032, 4;
2033, 5;
2034, 0;
2035, 6;
2036, 3;
2037, 2;
2038, 0;
2039, 5;
2040, 1;
2041, 3;
2042, 5;
2043, 8;
2044, 0;
2045, 6;
2046, 2;
2047, 7;
2048, 2;
2049, 8;
2050, 9;
2051, 4;
2052, 3;
2053, 5;
2054, 4;
2055, 0;
2056, 2;
2057, 7;
2058, 7;
2059, 1;
2060, 4;
2061, 7;
2062, 8;
2063, 0;
2064, 9;
2065, 7;
2066, 2;
2067, 2;
2068, 8;
2069, 3;
2070, 0;
2071, 6;
2072, 9;
2073, 3;
2074, 0;
2075, 1;
2076, 7;
2077, 0;
2078, 2;
2079, 9;
2080, 1;
2081, 9;
2082, 0;
2083, 8;
2084, 7;
2085, 5;
2086, 2;
2087, 7;
2088, 9;
2089, 8;
2090, 5;
2091, 2;
2092, 1;
2093, 0;
2094, 9;
2095, 0;
2096, 4;
2097, 2;
2098, 4;
2099, 3;
2100, 0;
2101, 3;
2102, 4;
2103, 2;
2104, 5;
2105, 2;
2106, 1;
2107, 8;
2108, 0;
2109, 3;
2110, 4;
2111, 7;
2112, 8;
2113, 9;
2114, 6;
2115, 5;
2116, 3;
2117, 8;
2118, 2;
2119, 6;
2120, 5;
2121, 3;
2122, 1;
2123, 8;
2124, 9;
2125, 0;
2126, 1;
2127, 2;
2128, 0;
2129, 8;
2130, 3;
2131, 0;
2132, 3;
2133, 2;
2134, 2;
2135, 3;
2136, 7;
2137, 6;
2138, 6;
2139, 6;
2140, 4;
2141, 8;
2142, 7;
2143, 9;
2144, 6;
2145, 3;
2146, 2;
2147, 3;
2148, 1;
2149, 8;
2150, 5;
2151, 6;
2152, 3;
2153, 1;
2154, 9;
2155, 7;
2156, 5;
