Sample,,"Baseline
Jitter (us)"
8019, 5;,5
8020, 6;,6
8021, 5;,5
8022, 0;,0
8023, 6;,6
8024, 1;,1
8025, 9;,9
8026, 8;,8
8027, 5;,5
8028, 6;,6
8029, 1;,1
8030, 0;,0
8031, 6;,6
8032, 7;,7
8033, 7;,7
8034, 3;,3
8035, 7;,7
8036, 0;,0
8037, 9;,9
8038, 1;,1
8039, 1;,1
8040, 9;,9
8041, 7;,7
8042, 7;,7
8043, 0;,0
8044, 2;,2
8045, 4;,4
8046, 1;,1
8047, 5;,5
8048, 7;,7
8049, 5;,5
8050, 1;,1
8051, 0;,0
8052, 1;,1
8053, 5;,5
8054, 3;,3
8055, 2;,2
8056, 1;,1
8057, 6;,6
8058, 4;,4
8059, 2;,2
8060, 5;,5
8061, 1;,1
8062, 539;,539
8063, 1;,1
8064, 5;,5
8065, 3;,3
8066, 2;,2
8067, 9;,9
8068, 4;,4
8069, 9;,9
8070, 2;,2
8071, 4;,4
8072, 2;,2
8073, 7;,7
8074, 9;,9
8075, 1;,1
8076, 6;,6
8077, 6;,6
8078, 3;,3
8079, 4;,4
8080, 1;,1
8081, 2;,2
8082, 0;,0
8083, 6;,6
8084, 4;,4
8085, 1;,1
8086, 7;,7
8087, 5;,5
8088, 6;,6
8089, 3;,3
8090, 9;,9
8091, 1;,1
8092, 8;,8
8093, 0;,0
8094, 4;,4
8095, 9;,9
8096, 9;,9
8097, 5;,5
8098, 1;,1
8099, 8;,8
8100, 3;,3
8101, 9;,9
8102, 2;,2
8103, 9;,9
8104, 2;,2
8105, 2;,2
8106, 5;,5
8107, 3;,3
8108, 4;,4
8109, 5;,5
8110, 2;,2
8111, 3;,3
8112, 2;,2
8113, 1;,1
8114, 3;,3
8115, 2;,2
8116, 9;,9
8117, 3;,3
8118, 6;,6
8119, 8;,8
8120, 9;,9
8121, 1;,1
8122, 8;,8
8123, 9;,9
8124, 3;,3
8125, 3;,3
8126, 2;,2
8127, 9;,9
8128, 4;,4
8129, 0;,0
8130, 2;,2
8131, 2;,2
8132, 6;,6
8133, 8;,8
8134, 0;,0
8135, 4;,4
8136, 2;,2
8137, 5;,5
8138, 0;,0
8139, 3;,3
8140, 2;,2
8141, 4;,4
8142, 0;,0
8143, 5;,5
8144, 5;,5
8145, 0;,0
8146, 9;,9
8147, 0;,0
8148, 6;,6
8149, 3;,3
8150, 2;,2
8151, 2;,2
8152, 2;,2
8153, 7;,7
8154, 4;,4
8155, 0;,0
8156, 0;,0
8157, 0;,0
8158, 1;,1
8159, 2;,2
8160, 0;,0
8161, 8;,8
8162, 2;,2
8163, 4;,4
8164, 8;,8
8165, 8;,8
8166, 6;,6
8167, 5;,5
8168, 0;,0
8169, 9;,9
8170, 2;,2
8171, 0;,0
8172, 3;,3
8173, 6;,6
8174, 3;,3
8175, 4;,4
8176, 0;,0
8177, 6;,6
8178, 8;,8
8179, 5;,5
8180, 5;,5
8181, 2;,2
8182, 6;,6
8183, 2;,2
8184, 3;,3
8185, 1926;,1926
8186, 1;,1
8187, 6;,6
8188, 2;,2
8189, 6;,6
8190, 1;,1
8191, 5;,5
8192, 5;,5
8193, 9;,9
8194, 0;,0
8195, 8;,8
8196, 1;,1
8197, 0;,0
8198, 8;,8
8199, 8;,8
8200, 2;,2
8201, 0;,0
8202, 6;,6
8203, 2;,2
8204, 2;,2
8205, 4;,4
8206, 8;,8
8207, 0;,0
8208, 6;,6
8209, 8;,8
8210, 9;,9
8211, 2;,2
8212, 7;,7
8213, 7;,7
8214, 3;,3
8215, 2;,2
8216, 4;,4
8217, 5;,5
8218, 4;,4
8219, 1;,1
8220, 5;,5
8221, 8;,8
8222, 7;,7
8223, 1;,1
8224, 2;,2
8225, 6;,6
8226, 2;,2
8227, 4;,4
8228, 7;,7
8229, 5;,5
8230, 8;,8
8231, 0;,0
8232, 4;,4
8233, 9;,9
8234, 3;,3
8235, 2;,2
8236, 0;,0
8237, 0;,0
8238, 0;,0
8239, 2;,2
8240, 5;,5
8241, 2;,2
8242, 3;,3
8243, 0;,0
8244, 2;,2
8245, 4;,4
8246, 2;,2
8247, 9;,9
8248, 8;,8
8249, 1;,1
8250, 3;,3
8251, 5;,5
8252, 5;,5
8253, 1;,1
8254, 5;,5
8255, 5;,5
8256, 7;,7
8257, 6;,6
8258, 4;,4
8259, 2;,2
8260, 2;,2
8261, 6;,6
8262, 6;,6
8263, 626;,626
8264, 2;,2
8265, 0;,0
8266, 0;,0
8267, 7;,7
8268, 7;,7
8269, 3;,3
8270, 3;,3
8271, 2;,2
8272, 7;,7
8273, 4;,4
8274, 4;,4
8275, 7;,7
8276, 1;,1
8277, 6;,6
8278, 4;,4
8279, 3;,3
8280, 6;,6
8281, 8;,8
8282, 6;,6
8283, 3;,3
8284, 2;,2
8285, 4;,4
8286, 0;,0
8287, 1;,1
8288, 1;,1
8289, 5;,5
8290, 2;,2
8291, 6;,6
8292, 8;,8
8293, 9;,9
8294, 3;,3
8295, 1;,1
8296, 0;,0
8297, 7;,7
8298, 4;,4
8299, 2;,2
8300, 4;,4
8301, 2;,2
8302, 5;,5
8303, 6;,6
8304, 4;,4
8305, 3;,3
8306, 1;,1
8307, 1;,1
8308, 0;,0
8309, 0;,0
8310, 2;,2
8311, 5;,5
8312, 6;,6
8313, 0;,0
8314, 0;,0
8315, 9;,9
8316, 7;,7
8317, 6;,6
8318, 5;,5
8319, 7;,7
8320, 8;,8
8321, 3;,3
8322, 7;,7
8323, 9;,9
8324, 3;,3
8325, 9;,9
8326, 3;,3
8327, 7;,7
8328, 7;,7
8329, 5;,5
8330, 492;,492
8331, 5;,5
8332, 0;,0
8333, 6;,6
8334, 9;,9
8335, 0;,0
8336, 0;,0
8337, 7;,7
8338, 2;,2
8339, 6;,6
8340, 0;,0
8341, 3;,3
8342, 6;,6
8343, 1;,1
8344, 1;,1
8345, 3;,3
8346, 0;,0
8347, 5;,5
8348, 1;,1
8349, 2;,2
8350, 5;,5
8351, 0;,0
8352, 0;,0
8353, 8;,8
8354, 4;,4
8355, 2;,2
8356, 3;,3
8357, 2;,2
8358, 7;,7
8359, 2;,2
8360, 5;,5
8361, 2;,2
8362, 5;,5
8363, 0;,0
8364, 7;,7
8365, 8;,8
8366, 2;,2
8367, 6;,6
8368, 7;,7
8369, 1;,1
8370, 3;,3
8371, 4;,4
8372, 6;,6
8373, 5;,5
8374, 8;,8
8375, 5;,5
8376, 1;,1
8377, 5;,5
8378, 7;,7
8379, 3;,3
8380, 3;,3
8381, 2;,2
8382, 2;,2
8383, 0;,0
8384, 1;,1
8385, 5;,5
8386, 1;,1
8387, 7;,7
8388, 6;,6
8389, 5;,5
8390, 8;,8
8391, 2;,2
8392, 2;,2
8393, 5;,5
8394, 9;,9
8395, 8;,8
8396, 8;,8
8397, 6;,6
8398, 6;,6
8399, 1;,1
8400, 5;,5
8401, 8;,8
8402, 2;,2
8403, 5;,5
8404, 7;,7
8405, 4;,4
8406, 9;,9
8407, 9;,9
8408, 6;,6
8409, 1;,1
8410, 0;,0
8411, 5;,5
8412, 0;,0
8413, 9;,9
8414, 3;,3
8415, 2;,2
8416, 4;,4
8417, 1;,1
8418, 5;,5
8419, 7;,7
8420, 5;,5
8421, 6;,6
8422, 1;,1
8423, 8;,8
8424, 9;,9
8425, 3;,3
8426, 1;,1
8427, 0;,0
8428, 6;,6
8429, 1;,1
8430, 4;,4
8431, 2;,2
8432, 4;,4
8433, 2;,2
8434, 0;,0
8435, 4;,4
8436, 8;,8
8437, 1;,1
8438, 3;,3
8439, 3;,3
8440, 5;,5
8441, 4;,4
8442, 7;,7
8443, 2;,2
8444, 8;,8
8445, 1;,1
8446, 3;,3
8447, 7;,7
8448, 5;,5
8449, 8;,8
8450, 7;,7
8451, 6;,6
8452, 6;,6
8453, 5;,5
8454, 3;,3
8455, 9;,9
8456, 0;,0
8457, 6;,6
8458, 6;,6
8459, 6;,6
8460, 6;,6
8461, 3;,3
8462, 0;,0
8463, 2;,2
8464, 8;,8
8465, 0;,0
8466, 6;,6
8467, 3;,3
8468, 7;,7
8469, 4;,4
8470, 4;,4
8471, 9;,9
8472, 4;,4
8473, 0;,0
8474, 3;,3
8475, 2;,2
8476, 1;,1
8477, 3;,3
8478, 3;,3
8479, 7;,7
8480, 5;,5
8481, 9;,9
8482, 0;,0
8483, 9;,9
8484, 8;,8
8485, 3;,3
8486, 2;,2
8487, 2;,2
8488, 0;,0
8489, 1;,1
8490, 3;,3
8491, 5;,5
8492, 6;,6
8493, 3;,3
8494, 3;,3
8495, 3;,3
8496, 3;,3
8497, 2;,2
8498, 3;,3
8499, 4;,4
8500, 3;,3
8501, 3;,3
8502, 2;,2
8503, 9;,9
8504, 9;,9
8505, 4;,4
8506, 7;,7
8507, 7;,7
8508, 6;,6
8509, 5;,5
8510, 0;,0
8511, 7;,7
8512, 4;,4
8513, 7;,7
8514, 0;,0
8515, 0;,0
8516, 9;,9
8517, 6;,6
8518, 7;,7
8519, 6;,6
8520, 1;,1
8521, 1;,1
8522, 5;,5
8523, 3;,3
8524, 5;,5
8525, 3;,3
8526, 9;,9
8527, 4;,4
8528, 6;,6
8529, 5;,5
8530, 5;,5
8531, 5;,5
8532, 3;,3
8533, 9;,9
8534, 3;,3
8535, 2;,2
8536, 5;,5
8537, 4;,4
8538, 5;,5
8539, 7;,7
8540, 5;,5
8541, 2;,2
8542, 2;,2
8543, 7;,7
8544, 1;,1
8545, 3;,3
8546, 2;,2
8547, 7;,7
8548, 3;,3
8549, 1;,1
8550, 3;,3
8551, 5;,5
8552, 2;,2
8553, 5;,5
8554, 5;,5
8555, 4;,4
8556, 3;,3
8557, 2;,2
8558, 1;,1
8559, 2;,2
8560, 7;,7
8561, 4;,4
8562, 1;,1
8563, 0;,0
8564, 7;,7
8565, 5;,5
8566, 2;,2
8567, 7;,7
8568, 6;,6
8569, 5;,5
8570, 7;,7
8571, 6;,6
8572, 7;,7
8573, 6;,6
8574, 0;,0
8575, 6;,6
8576, 2;,2
8577, 9;,9
8578, 5;,5
8579, 6;,6
8580, 5;,5
8581, 9;,9
8582, 7;,7
8583, 7;,7
8584, 9;,9
8585, 3;,3
8586, 5;,5
8587, 0;,0
8588, 5;,5
8589, 4;,4
8590, 3;,3
8591, 0;,0
8592, 1;,1
8593, 9;,9
8594, 3;,3
8595, 2;,2
8596, 4;,4
8597, 1;,1
8598, 5;,5
8599, 5;,5
8600, 6;,6
8601, 7;,7
8602, 5;,5
8603, 0;,0
8604, 6;,6
8605, 3;,3
8606, 2;,2
8607, 4;,4
8608, 7;,7
8609, 1;,1
8610, 6;,6
8611, 2;,2
8612, 6;,6
8613, 8;,8
8614, 7;,7
8615, 4;,4
8616, 3;,3
8617, 1;,1
8618, 1;,1
8619, 8;,8
8620, 5;,5
8621, 8;,8
8622, 6;,6
8623, 0;,0
8624, 0;,0
8625, 0;,0
8626, 1;,1
8627, 8;,8
8628, 6;,6
8629, 1;,1
8630, 9;,9
8631, 6;,6
8632, 2;,2
8633, 6;,6
8634, 9;,9
8635, 1;,1
8636, 0;,0
8637, 6;,6
8638, 2;,2
8639, 6;,6
8640, 0;,0
8641, 3;,3
8642, 6;,6
8643, 3;,3
8644, 5;,5
8645, 4;,4
8646, 0;,0
8647, 0;,0
8648, 6;,6
8649, 5;,5
8650, 1;,1
8651, 6;,6
8652, 1;,1
8653, 9;,9
8654, 3;,3
8655, 3;,3
8656, 6;,6
8657, 3;,3
8658, 5;,5
8659, 6;,6
8660, 4;,4
8661, 6;,6
8662, 5;,5
8663, 0;,0
8664, 0;,0
8665, 3;,3
8666, 5;,5
8667, 24;,24
8668, 2;,2
8669, 1;,1
8670, 3;,3
8671, 5;,5
8672, 2;,2
8673, 2;,2
8674, 8;,8
8675, 4;,4
8676, 1;,1
8677, 3;,3
8678, 8;,8
8679, 8;,8
8680, 1;,1
8681, 7;,7
8682, 2;,2
8683, 0;,0
8684, 6;,6
8685, 0;,0
8686, 4;,4
8687, 7;,7
8688, 2;,2
8689, 8;,8
8690, 8;,8
8691, 7;,7
8692, 5;,5
8693, 6;,6
8694, 9;,9
8695, 4;,4
8696, 4;,4
8697, 6;,6
8698, 3;,3
8699, 6;,6
8700, 5;,5
8701, 8;,8
8702, 6;,6
8703, 7;,7
8704, 7;,7
8705, 4;,4
8706, 6;,6
8707, 1;,1
8708, 7;,7
8709, 5;,5
8710, 8;,8
8711, 3;,3
8712, 10;,10
8713, 0;,0
8714, 1;,1
8715, 2;,2
8716, 6;,6
8717, 5;,5
8718, 4;,4
8719, 7;,7
8720, 5;,5
8721, 2;,2
8722, 8;,8
8723, 5;,5
8724, 8;,8
8725, 3;,3
8726, 2;,2
8727, 9;,9
8728, 2;,2
8729, 5;,5
8730, 2;,2
8731, 5;,5
8732, 1;,1
8733, 4;,4
8734, 7;,7
8735, 2;,2
8736, 3;,3
8737, 2;,2
8738, 4;,4
8739, 6;,6
8740, 1;,1
8741, 3;,3
8742, 5;,5
8743, 6;,6
8744, 3;,3
8745, 4;,4
8746, 4;,4
8747, 3;,3
8748, 2;,2
8749, 3;,3
8750, 2;,2
8751, 4;,4
8752, 3;,3
8753, 2;,2
8754, 8;,8
8755, 2;,2
8756, 2;,2
8757, 6;,6
8758, 7;,7
8759, 6;,6
8760, 6;,6
8761, 3;,3
8762, 6;,6
8763, 8;,8
8764, 6;,6
8765, 8;,8
8766, 2;,2
8767, 2;,2
8768, 6;,6
8769, 8;,8
8770, 6;,6
8771, 4;,4
8772, 8;,8
8773, 0;,0
8774, 2;,2
8775, 0;,0
8776, 3;,3
8777, 7;,7
8778, 4;,4
8779, 6;,6
8780, 4;,4
8781, 8;,8
8782, 6;,6
8783, 1;,1
8784, 8;,8
8785, 5;,5
8786, 2;,2
8787, 4;,4
8788, 0;,0
8789, 3;,3
8790, 7;,7
8791, 5;,5
8792, 2;,2
8793, 2;,2
8794, 4;,4
8795, 0;,0
8796, 3;,3
8797, 1;,1
8798, 0;,0
8799, 2;,2
8800, 0;,0
8801, 3;,3
8802, 5;,5
8803, 6;,6
8804, 6;,6
8805, 8;,8
8806, 4;,4
8807, 3;,3
8808, 2;,2
8809, 0;,0
8810, 8;,8
8811, 5;,5
8812, 5;,5
8813, 2;,2
8814, 9;,9
8815, 2;,2
8816, 3;,3
8817, 1;,1
8818, 7;,7
8819, 6;,6
8820, 0;,0
8821, 4;,4
8822, 0;,0
8823, 0;,0
8824, 6;,6
8825, 8;,8
8826, 1;,1
8827, 0;,0
8828, 6;,6
8829, 8;,8
8830, 6;,6
8831, 5;,5
8832, 2;,2
8833, 4;,4
8834, 7;,7
8835, 6;,6
8836, 3;,3
8837, 2;,2
8838, 0;,0
8839, 6;,6
8840, 4;,4
8841, 1;,1
8842, 6;,6
8843, 0;,0
8844, 4;,4
8845, 2;,2
8846, 1;,1
8847, 0;,0
8848, 5;,5
8849, 4;,4
8850, 7;,7
8851, 5;,5
8852, 2;,2
8853, 2;,2
8854, 4;,4
8855, 9;,9
8856, 7;,7
8857, 6;,6
8858, 7;,7
8859, 6;,6
8860, 1;,1
8861, 4;,4
8862, 4;,4
8863, 6;,6
8864, 5;,5
8865, 8;,8
8866, 3;,3
8867, 7;,7
8868, 3;,3
8869, 8;,8
8870, 8;,8
8871, 2;,2
8872, 1;,1
8873, 1;,1
8874, 0;,0
8875, 5;,5
8876, 5;,5
8877, 3;,3
8878, 5;,5
8879, 1;,1
8880, 9;,9
8881, 8;,8
8882, 6;,6
8883, 0;,0
8884, 6;,6
8885, 0;,0
8886, 5;,5
8887, 4;,4
8888, 6;,6
8889, 5;,5
8890, 1;,1
8891, 1;,1
8892, 8;,8
8893, 1;,1
8894, 2;,2
8895, 3;,3
8896, 4;,4
8897, 6;,6
8898, 7;,7
8899, 6;,6
8900, 0;,0
8901, 6;,6
8902, 5;,5
8903, 0;,0
8904, 9;,9
8905, 3;,3
8906, 2;,2
8907, 3;,3
8908, 2;,2
8909, 5;,5
8910, 7;,7
8911, 295;,295
8912, 4;,4
8913, 6;,6
8914, 8;,8
8915, 8;,8
8916, 3;,3
8917, 2;,2
8918, 0;,0
8919, 5;,5
8920, 1;,1
8921, 3;,3
8922, 5;,5
8923, 8;,8
8924, 0;,0
8925, 0;,0
8926, 3;,3
8927, 2;,2
8928, 4;,4
8929, 3;,3
8930, 3;,3
8931, 5;,5
8932, 3;,3
8933, 2;,2
8934, 5;,5
8935, 6;,6
8936, 0;,0
8937, 6;,6
8938, 7;,7
8939, 7;,7
8940, 9;,9
8941, 3;,3
8942, 6;,6
8943, 2;,2
8944, 6;,6
8945, 2;,2
8946, 6;,6
8947, 0;,0
8948, 6;,6
8949, 0;,0
8950, 6;,6
8951, 7;,7
8952, 7;,7
8953, 1;,1
8954, 2;,2
8955, 8;,8
8956, 3;,3
8957, 5;,5
8958, 0;,0
8959, 6;,6
8960, 1;,1
8961, 8;,8
8962, 7;,7
8963, 0;,0
8964, 0;,0
8965, 3;,3
8966, 2;,2
8967, 3;,3
8968, 2;,2
8969, 8;,8
8970, 7;,7
8971, 5;,5
8972, 2;,2
8973, 3;,3
8974, 4;,4
8975, 0;,0
8976, 4;,4
8977, 2;,2
8978, 0;,0
8979, 2;,2
8980, 1;,1
8981, 3;,3
8982, 4;,4
8983, 7;,7
8984, 1;,1
8985, 1;,1
8986, 3;,3
8987, 3;,3
8988, 2;,2
8989, 9;,9
8990, 6;,6
8991, 8;,8
8992, 3;,3
8993, 2;,2
8994, 0;,0
8995, 8;,8
8996, 4;,4
8997, 7;,7
8998, 8;,8
8999, 6;,6
9000, 1;,1
9001, 4;,4
9002, 2;,2
9003, 6;,6
9004, 6;,6
9005, 9;,9
9006, 6;,6
9007, 6;,6
9008, 6;,6
9009, 7;,7
9010, 6;,6
9011, 2;,2
9012, 5;,5
9013, 2;,2
9014, 8;,8
9015, 3;,3
9016, 3;,3
9017, 8;,8
9018, 5;,5
9019, 6;,6
9020, 4;,4
9021, 1;,1
9022, 8;,8
9023, 5;,5
9024, 8;,8
9025, 3;,3
9026, 2;,2
9027, 5;,5
9028, 8;,8
9029, 1;,1
9030, 7;,7
9031, 4;,4
9032, 2;,2
9033, 1;,1
9034, 8;,8
9035, 6;,6
9036, 7;,7
9037, 6;,6
9038, 2;,2
9039, 4;,4
9040, 5;,5
9041, 3;,3
9042, 5;,5
9043, 2;,2
9044, 9;,9
9045, 7;,7
9046, 4;,4
9047, 9;,9
9048, 6;,6
9049, 3;,3
9050, 3;,3
9051, 8;,8
9052, 6;,6
9053, 2;,2
9054, 0;,0
9055, 6;,6
9056, 6;,6
9057, 9;,9
9058, 8;,8
9059, 1;,1
9060, 7;,7
9061, 3;,3
9062, 2;,2
9063, 1;,1
9064, 6;,6
9065, 0;,0
9066, 1;,1
9067, 5;,5
9068, 2;,2
9069, 0;,0
9070, 7;,7
9071, 6;,6
9072, 8;,8
9073, 2;,2
9074, 7;,7
9075, 9;,9
9076, 3;,3
9077, 0;,0
9078, 9;,9
9079, 0;,0
9080, 0;,0
9081, 8;,8
9082, 6;,6
9083, 6;,6
9084, 9;,9
9085, 3;,3
9086, 1;,1
9087, 4;,4
9088, 6;,6
9089, 1;,1
9090, 0;,0
9091, 6;,6
9092, 1;,1
9093, 5;,5
9094, 1;,1
9095, 2;,2
9096, 3;,3
9097, 1;,1
9098, 8;,8
9099, 6;,6
9100, 7;,7
9101, 28;,28
9102, 7;,7
9103, 1;,1
9104, 2;,2
9105, 1;,1
9106, 4;,4
9107, 3;,3
9108, 2;,2
9109, 9;,9
9110, 4;,4
9111, 1;,1
9112, 3;,3
9113, 5;,5
9114, 9;,9
9115, 3;,3
9116, 3;,3
9117, 0;,0
9118, 8;,8
9119, 6;,6
9120, 0;,0
9121, 8;,8
9122, 2;,2
9123, 8;,8
9124, 2;,2
9125, 3;,3
9126, 5;,5
9127, 5;,5
9128, 6;,6
9129, 6;,6
9130, 6;,6
9131, 9;,9
9132, 2;,2
9133, 2;,2
9134, 4;,4
9135, 2;,2
9136, 3;,3
9137, 5;,5
9138, 5;,5
9139, 6;,6
9140, 5;,5
9141, 9;,9
9142, 1;,1
9143, 5;,5
9144, 0;,0
9145, 3;,3
9146, 2;,2
9147, 6;,6
9148, 3;,3
9149, 0;,0
9150, 6;,6
9151, 3;,3
9152, 6;,6
9153, 1;,1
9154, 5;,5
9155, 9;,9
9156, 3;,3
9157, 5;,5
9158, 1;,1
9159, 1;,1
9160, 6;,6
9161, 4;,4
9162, 4;,4
9163, 2;,2
9164, 6;,6
9165, 3;,3
9166, 4;,4
9167, 3;,3
9168, 2;,2
9169, 3;,3
9170, 7;,7
9171, 8;,8
9172, 3;,3
9173, 2;,2
9174, 9;,9
9175, 1;,1
9176, 5;,5
9177, 4;,4
9178, 7;,7
9179, 6;,6
9180, 2;,2
9181, 5;,5
9182, 1;,1
9183, 5;,5
9184, 6;,6
9185, 7;,7
9186, 8;,8
9187, 4;,4
9188, 6;,6
9189, 2;,2
9190, 6;,6
9191, 3;,3
9192, 1;,1
9193, 2;,2
9194, 7;,7
9195, 1;,1
9196, 1;,1
9197, 4;,4
9198, 0;,0
9199, 6;,6
9200, 5;,5
9201, 1;,1
9202, 0;,0
9203, 0;,0
9204, 0;,0
9205, 3;,3
9206, 2;,2
9207, 1;,1
9208, 1;,1
9209, 0;,0
9210, 7;,7
9211, 4;,4
9212, 2;,2
9213, 9;,9
9214, 9;,9
9215, 0;,0
9216, 3;,3
9217, 1;,1
9218, 0;,0
9219, 0;,0
9220, 6;,6
9221, 3;,3
9222, 2;,2
9223, 7;,7
9224, 2;,2
9225, 7;,7
9226, 6;,6
9227, 2;,2
9228, 8;,8
9229, 1;,1
9230, 3;,3
9231, 1;,1
9232, 3;,3
9233, 2;,2
9234, 0;,0
9235, 1;,1
9236, 0;,0
9237, 0;,0
9238, 7;,7
9239, 6;,6
9240, 7;,7
9241, 3;,3
9242, 1;,1
9243, 2;,2
9244, 6;,6
9245, 0;,0
9246, 2;,2
9247, 8;,8
9248, 6;,6
9249, 5;,5
9250, 6;,6
9251, 8;,8
9252, 6;,6
9253, 6;,6
9254, 7;,7
9255, 0;,0
9256, 4;,4
9257, 5;,5
9258, 3;,3
9259, 1;,1
9260, 4;,4
9261, 4;,4
9262, 0;,0
9263, 5;,5
9264, 0;,0
9265, 4;,4
9266, 2;,2
9267, 4;,4
9268, 4;,4
9269, 4;,4
9270, 2;,2
9271, 5;,5
9272, 1;,1
9273, 3;,3
9274, 0;,0
9275, 0;,0
9276, 3;,3
9277, 2;,2
9278, 4;,4
9279, 6;,6
9280, 1;,1
9281, 2;,2
9282, 9;,9
9283, 1;,1
9284, 1;,1
9285, 4;,4
9286, 3;,3
9287, 3;,3
9288, 1;,1
9289, 8;,8
9290, 3;,3
9291, 2;,2
9292, 2;,2
9293, 1;,1
9294, 0;,0
9295, 3;,3
9296, 4;,4
9297, 0;,0
9298, 8;,8
9299, 6;,6
9300, 1;,1
9301, 8;,8
9302, 6;,6
9303, 0;,0
9304, 3;,3
9305, 9;,9
9306, 8;,8
9307, 2;,2
9308, 9;,9
9309, 0;,0
9310, 6;,6
9311, 4;,4
9312, 3;,3
9313, 6;,6
9314, 3;,3
9315, 2;,2
9316, 3;,3
9317, 5;,5
9318, 0;,0
9319, 6;,6
9320, 4;,4
9321, 1;,1
9322, 5;,5
9323, 4;,4
9324, 9;,9
9325, 3;,3
9326, 2;,2
9327, 6;,6
9328, 6;,6
9329, 4;,4
9330, 7;,7
9331, 5;,5
9332, 2;,2
9333, 1;,1
9334, 4;,4
9335, 6;,6
9336, 3;,3
9337, 6;,6
9338, 0;,0
9339, 5;,5
9340, 4;,4
9341, 2;,2
9342, 5;,5
9343, 1;,1
9344, 2;,2
9345, 7;,7
9346, 4;,4
9347, 8;,8
9348, 1;,1
9349, 7;,7
9350, 2;,2
9351, 1;,1
9352, 3;,3
9353, 5;,5
9354, 6;,6
9355, 6;,6
9356, 1;,1
9357, 3;,3
9358, 3;,3
9359, 3;,3
9360, 8;,8
9361, 8;,8
9362, 6;,6
9363, 9;,9
9364, 5;,5
9365, 9;,9
9366, 0;,0
9367, 5;,5
9368, 8;,8
9369, 3;,3
9370, 0;,0
9371, 4;,4
9372, 0;,0
9373, 6;,6
9374, 8;,8
9375, 6;,6
9376, 3;,3
9377, 1;,1
9378, 4;,4
9379, 6;,6
9380, 4;,4
9381, 4;,4
9382, 1;,1
9383, 8;,8
9384, 6;,6
9385, 8;,8
9386, 2;,2
9387, 6;,6
9388, 9;,9
9389, 5;,5
9390, 2;,2
9391, 5;,5
9392, 5;,5
9393, 5;,5
9394, 6;,6
9395, 4;,4
9396, 0;,0
9397, 2;,2
9398, 0;,0
9399, 7;,7
9400, 5;,5
9401, 8;,8
9402, 4;,4
9403, 3;,3
9404, 3;,3
9405, 3;,3
9406, 4;,4
9407, 3;,3
9408, 2;,2
9409, 0;,0
9410, 8;,8
9411, 5;,5
9412, 3;,3
9413, 5;,5
9414, 3;,3
9415, 0;,0
9416, 3;,3
9417, 3;,3
9418, 6;,6
9419, 6;,6
9420, 8;,8
9421, 3;,3
9422, 6;,6
9423, 8;,8
9424, 6;,6
9425, 386;,386
9426, 5;,5
9427, 9;,9
9428, 5;,5
9429, 5;,5
9430, 1;,1
9431, 8;,8
9432, 3;,3
9433, 6;,6
9434, 7;,7
9435, 8;,8
9436, 3;,3
9437, 8;,8
9438, 1;,1
9439, 6;,6
9440, 4;,4
9441, 9;,9
9442, 2;,2
9443, 9;,9
9444, 6;,6
9445, 3;,3
9446, 2;,2
9447, 3;,3
9448, 1;,1
9449, 0;,0
9450, 7;,7
9451, 4;,4
9452, 2;,2
9453, 4;,4
9454, 5;,5
9455, 8;,8
9456, 3;,3
9457, 2;,2
9458, 60;,60
9459, 3;,3
9460, 1;,1
9461, 3;,3
9462, 5;,5
9463, 2;,2
9464, 4;,4
9465, 2;,2
9466, 4;,4
9467, 3;,3
9468, 1;,1
9469, 0;,0
9470, 1;,1
9471, 6;,6
9472, 8;,8
9473, 2;,2
9474, 9;,9
9475, 4;,4
9476, 4;,4
9477, 3;,3
9478, 7;,7
9479, 6;,6
9480, 5;,5
9481, 2;,2
9482, 1;,1
9483, 6;,6
9484, 6;,6
9485, 0;,0
9486, 2;,2
9487, 4;,4
9488, 25;,25
9489, 2;,2
9490, 6;,6
9491, 6;,6
9492, 101;,101
9493, 8;,8
9494, 2;,2
9495, 3;,3
9496, 4;,4
9497, 5;,5
9498, 4;,4
9499, 6;,6
9500, 4;,4
9501, 0;,0
9502, 7;,7
9503, 0;,0
9504, 4;,4
9505, 7;,7
9506, 2;,2
9507, 0;,0
9508, 5;,5
9509, 5;,5
9510, 7;,7
9511, 5;,5
9512, 2;,2
9513, 9;,9
9514, 8;,8
9515, 8;,8
9516, 3;,3
9517, 1;,1
9518, 51;,51
9519, 8;,8
9520, 1;,1
9521, 2;,2
9522, 5;,5
9523, 2;,2
9524, 2;,2
9525, 7;,7
9526, 1;,1
9527, 5;,5
9528, 2;,2
9529, 7;,7
9530, 8;,8
9531, 6;,6
9532, 2;,2
9533, 2;,2
9534, 5;,5
9535, 6;,6
9536, 4;,4
9537, 9;,9
9538, 7;,7
9539, 6;,6
9540, 7;,7
9541, 3;,3
9542, 6;,6
9543, 0;,0
9544, 6;,6
9545, 9;,9
9546, 7;,7
9547, 0;,0
9548, 47;,47
9549, 1;,1
9550, 4;,4
9551, 8;,8
9552, 3;,3
9553, 0;,0
9554, 4;,4
9555, 6;,6
9556, 4;,4
9557, 4;,4
9558, 0;,0
9559, 6;,6
9560, 0;,0
9561, 5;,5
9562, 9;,9
9563, 2;,2
9564, 8;,8
9565, 7;,7
9566, 3;,3
9567, 4;,4
9568, 4;,4
9569, 0;,0
9570, 6;,6
9571, 7;,7
